ティッカー,詳細,現在値,変動率,変動,評価,出来高,時価総額,PER: 株価収益率 (直近12ヶ月),基本1株当たり利益 (直近12ヶ月),従業員数,セクター,EMA: 指数移動平均線 (20),EMA: 指数移動平均線 (200)
RAIL,"Freightcar America, Inc.",5.2,-1.14068441,-0.06,売り,497296,81769594.8952381,,-6.1623,669,製造加工,5.34604604,4.76286011
FFBW,"FFBW, Inc.",11.68,1.56521739,0.18,強い買い,725,81606319.66810718,37.56493506,0.3084,43,金融,11.53670037,10.91221527
ENSC,"Ensysce Biosciences, Inc.",3.36,5.72687225,0.182,売り,390581,81499435.06109326,6.92650334,0.449,,健康テクノロジー,3.76499085,10.22048622
AAME,Atlantic American Corporation,3.99,-3.15533981,-0.13,中立,54564,81438941.5724138,5.87679006,0.7766,153,金融,3.94986802,3.6971445
MTCR,"Metacrine, Inc.",3.06,-2.23642173,-0.07,売り,65971,81168420.15,,-2.982,35,健康テクノロジー,3.03164456,5.90724883
SYPR,"Sypris Solutions, Inc.",3.72,-0.8,-0.03,買い,133113,80770301.00000001,18.44323252,0.2135,664,製造加工,3.4347391,2.88631253
IGC,India Globalization Capital Inc.,1.62,-0.61349693,-0.01,売り,330227,80650106.16149068,,-0.2004,50,健康テクノロジー,1.62455341,1.55192707
LMNL,Liminal BioSciences Inc.,2.69,-0.37037037,-0.01,売り,180290,80548933.48669201,,-3.6494,251,健康テクノロジー,2.63841612,6.25075602
CSU,Capital Senior Living Corporation,36.74,2.05555556,0.74,買い,23581,80482614.99473684,,-72.2268,3416,健康サービス,34.63794441,34.34374652
PAIC,"Petra Acquisition, Inc.",10.055,0.04975124,0.005,買い,7082,80362937.67960198,31.133829,0.3228,,金融,10.04135654,
GRVI,"Grove, Inc.",5.65,-7.22495895,-0.44,買い,359724,80277220.77452669,,-0.0323,90,健康テクノロジー,5.47085416,
DOGZ,Dogness (International) Corporation,2.52,2.0242915,0.05,強い買い,242790,80143397.92531121,,-0.2786,280,非耐久消費財,2.27058579,1.90728547
OMQS,OMNIQ Corp.,10.8,-13.46153846,-1.68,買い,568671,80142652.60273974,,-2.5984,61,テクノロジーサービス,9.50096545,8.1502898
VS,Versus Systems Inc.,5.12,10.10752688,0.47,買い,34286,79810481.49333334,,-0.9756,,テクノロジーサービス,4.49215738,5.96374748
OPNT,"Opiant Pharmaceuticals, Inc.",18.14,1.34078212,0.24,買い,22496,79810101.92036407,,-0.2662,30,健康テクノロジー,16.56873778,13.12812754
PRPH,"ProPhase Labs, Inc.",5.26,-2.41187384,-0.13,強い売り,28000,79711370.35404897,,-0.1562,95,健康テクノロジー,5.72893049,6.3332239
ABVC,"ABVC Biopharma, Inc.",3.25,-7.93201133,-0.28,売り,477642,79529206.47632313,,-0.4225,34,健康テクノロジー,3.10957993,4.64050824
ACHV,"Achieve Life Sciences, Inc.",8.4,-0.23752969,-0.02,中立,48420,79398667.69230771,,-5.0866,13,健康テクノロジー,7.75611452,9.46585354
RYB,"RYB Education, Inc.",2.67,3.08880309,0.08,売り,44834,79266346,,-0.4554,6338,商業サービス,2.882832,3.43372729
NHTC,Natural Health Trends Corp. - Commn Stock,6.915,-1.21428571,-0.085,買い,22114,78990049.17194569,42.94041451,0.1637,145,非耐久消費財,6.78246701,6.72403814
INTZ,Intrusion Inc.,4.47,-1.75824176,-0.08,売り,108467,78781542.06053811,,-0.8326,63,電子テクノロジー,4.72030142,12.31816752
USWS,"U.S. Well Services, Inc.",0.839,3.91379737,0.0316,中立,4112587,78343735.05988023,,-1.2359,638,工業サービス,0.82094405,0.94045085
SBEV,"Splash Beverage Group, Inc.",2.57,3.62903226,0.09,売り,158065,78338527.78838174,,-1.6041,,健康サービス,2.66902989,4.06297056
AESE,"Allied Esports Entertainment, Inc.",2,0,0,売り,310746,78283814.07035175,,,114,商業サービス,1.99574362,2.19095302
TYHT,"Shineco, Inc.",9.93,7.1197411,0.66,強い買い,86818,78263120.8077731,,-7.1656,318,素材産業,7.65156713,6.27993179
GLMD,Galmed Pharmaceuticals Ltd.,3.12,-3.10559006,-0.1,買い,76831,78261811.73831776,,-1.5223,24,健康テクノロジー,3.05234387,3.31189548
OBLG,Oblong Inc.,2.55,-0.390625,-0.01,中立,105179,78070925.42682928,,-0.6645,42,電子テクノロジー,2.38218269,3.3488197
GTEC,Greenland Technologies Holding Corporation,6.86,0.29239766,0.02,中立,28641,78006230.71856289,6.78103746,0.9851,328,製造加工,6.75218057,7.58660516
CLAY,Chavant Capital Acquisition Corp.,9.75,0,0,買い,484,77999995.991778,,,,金融,,
FAMI,"Farmmi, Inc. Ordinary Shares",0.41,-1.41861024,-0.0059,中立,7957230,77717214.45754717,3.52745424,0.1202,69,小売業,0.40193713,0.70158154
HGBL,Heritage Global Inc.,2.14,-2.28310502,-0.05,買い,31571,77660352.68867925,8.36621942,0.2744,46,金融,2.02985676,2.40787996
CPHC,Canterbury Park Holding Corporation,16.2,1.90281491,0.3025,強い買い,231,77535998.83018868,17.09677419,0.93,610,消費者サービス,15.6532044,13.97369213
RZLT,"Rezolute, Inc.",9.24,0.21691974,0.02,売り,2185,77175045.10434784,,-2.5461,23,テクノロジーサービス,9.86821491,11.28385906
DMAC,DiaMedica Therapeutics Inc.,4.1,-5.09259259,-0.22,中立,180910,77023237.45920745,,-0.7826,11,健康テクノロジー,3.92022207,6.13242376
EDSA,"Edesa Biotech, Inc.",5.8,-0.68493151,-0.04,買い,112286,76882240.22875817,,-1.0293,12,健康テクノロジー,5.11107569,5.43567132
VYNT,"Vyant Bio, Inc.",2.65,-3.63636364,-0.1,売り,96821,76812409.36594203,,-4.2692,40,テクノロジーサービス,2.66459338,3.60391464
TRCA,Twin Ridge Capital Acquisition Corp.,9.71,0,0,買い,2110,76769056.4754522,,,,金融,9.6955172,
WFCF,"Where Food Comes From, Inc.",12.54,-4.85584219,-0.64,強い売り,1885,76687042.61777778,31.99810382,0.4276,68,商業サービス,13.59985449,13.27896907
TCON,"TRACON Pharmaceuticals, Inc.",3.94,-2.47524752,-0.1,中立,126171,76555650.87139107,,-1.5962,18,健康テクノロジー,3.85026011,5.96522851
NERV,"Minerva Neurosciences, Inc",1.79,-2.18579235,-0.04,売り,161218,76471600.64606741,,-0.819,11,健康テクノロジー,1.84106179,2.75348736
STRM,"Streamline Health Solutions, Inc.",1.8,4.65116279,0.08,買い,45667,76266332.84916201,,-0.1688,67,テクノロジーサービス,1.65960555,1.72457152
ICMB,"Investcorp Credit Management BDC, Inc.",5.46,1.11111111,0.06,売り,30210,76012986.79245284,,-0.1664,,金融,5.79953316,5.48965994
LMB,"Limbach Holdings, Inc.",7.39,-2.24867725,-0.17,強い売り,62709,75879338.95418848,42.20994475,0.1927,1700,その他,8.18839544,9.49521761
PESI,"Perma-Fix Environmental Services, Inc.",6.22,-0.48,-0.03,中立,51161,75862993.85964912,23.50074963,0.2741,,工業サービス,5.90190984,6.53550742
PHX,PHX Minerals Inc.,2.49,0,0,売り,553638,75697524.36585367,,-0.196,17,エネルギー鉱物,2.65705121,3.09102266
AFI,"Armstrong Flooring, Inc.",3.49,-3.05555556,-0.11,売り,58016,75683656.99999999,,-1.6775,1552,製造加工,3.76730893,4.74071137
HNNA,"Hennessy Advisors, Inc.",10.25,0.19550342,0.02,買い,3404,75513277.54854368,10.32477947,1.0014,21,金融,10.09186654,9.30591131
BBGI,"Beasley Broadcast Group, Inc.",2.58,0.38910506,0.01,売り,50720,75503335.70400001,,-0.0534,1135,消費者サービス,2.58754685,2.52952136
MCAD,Mountain Crest Acquisition Corp. II,9.9601,-0.0491721,-0.0049,買い,30615,75273454.74998996,,,2,金融,9.94928424,
CLBS,"Caladrius Biosciences, Inc.",1.26,-1.5625,-0.02,売り,196277,74991992.90625001,,-0.8534,24,流通サービス,1.27398221,1.61462807
CEMI,"Chembio Diagnostics, Inc.",2.62,-2.60223048,-0.07,強い売り,1967942,74991744.73333333,,-1.3013,355,健康テクノロジー,2.73741455,3.89786595
MGYR,"Magyar Bancorp, Inc.",10.55,-0.09375089,-0.0099,売り,36422,74884634.34333959,14.1830761,0.7516,104,金融,10.5744916,11.35514232
KTCC,Key Tronic Corporation,6.95,1.01744186,0.07,買い,12170,74795902.01449275,17.87564767,0.4034,,電子テクノロジー,6.79998067,7.1356094
MPAC,Model Performance Acquisition Corp.,9.9,0,0,中立,5102,74621246,,,,金融,9.89380637,9.78888182
GBRG,Goldenbridge Acquisition Limited,9.86,0,0,買い,3008,74603221.00000001,,,3,金融,9.82165756,
BSGA,Blue Safari Group Acquisition Corp.,9.89,0.20263425,0.02,買い,35005,74545872.99594732,,,,金融,9.81240374,
KINS,"Kingstone Companies, Inc",7.055,-2.68965517,-0.195,売り,6005,74531128.76849315,27.86259542,0.2643,87,金融,7.20790162,7.41548549
SCX,L.S. Starrett Company (The),10.45,18.07909605,1.6,強い買い,465056,74299619.03311257,,-1.9463,1485,耐久消費財,7.96520741,6.91847445
NTIP,"Network-1 Technologies, Inc.",3.07,-0.32467532,-0.01,売り,9424,74039587.23642172,8.72595484,0.3683,3,商業サービス,3.08898816,3.1677871
BCAC,Brookline Capital Acquisition Corp.,9.95,0.60667341,0.06,強い買い,39895,73973273.99494949,,,,金融,9.88903291,9.94253067
VCNX,"Vaccinex, Inc.",2.4,-1.63934426,-0.04,中立,200605,73922664.89626555,,-1.1935,39,健康テクノロジー,2.37818761,2.75647883
MCAF,Mountain Crest Acquisition Corp. IV,9.78,-0.81135903,-0.08,売り,75763,73912349.99999999,,,,金融,9.74855952,
PRPO,"Precipio, Inc.",3.25,-4.41176471,-0.15,買い,332629,73801619.56193353,,-0.5371,57,健康テクノロジー,3.23734965,2.96305214
ENG,ENGlobal Corporation,2.1,-1.4084507,-0.03,売り,329087,73782580,,-0.2073,241,工業サービス,2.10719726,2.872417
CRWS,"Crown Crafts, Inc.",7.35,0.68493151,0.05,売り,6360,73741870.47169812,10.0080928,0.7432,131,耐久消費財,7.37057015,7.31471355
DILA,DILA Capital Acquisition Corp.,9.725,0.98650052,0.095,強い買い,11763,73710397.15212876,,,,金融,,
EDRY,EuroDry Ltd.,28,-6.00872776,-1.79,買い,63057,73705578.33735771,38.82935976,0.7655,,交通,27.43001971,17.32361004
TBLT,"ToughBuilt Industries, Inc.",0.5696,-2.1978022,-0.0128,売り,3618315,73649333.28898129,,-0.4323,52,非耐久消費財,0.56997778,0.89416995
OCUP,"Ocuphire Pharma, Inc.",4.35,-4.81400438,-0.22,売り,171502,73500981.18040086,,,5,健康テクノロジー,4.45912686,6.11078124
GPCO,Golden Path Acquisition Corporation,9.85,0,0,買い,108357,73461305,,,2,金融,9.8134,
ADXS,"Advaxis, Inc.",0.504,8.71440897,0.0404,買い,17680184,73401782.55319148,,-0.2721,18,健康テクノロジー,0.44690339,0.55947904
PLX,"Protalix BioTherapeutics, Inc. (DE)",1.61,2.5477707,0.04,買い,2156787,73346204.98113208,,-0.5081,207,健康サービス,1.52410572,2.88329415
MAYS,"J. W. Mays, Inc.",36.325,15.64788284,4.915,強い買い,155,73223211.50647445,,-0.4483,29,金融,31.69181594,28.90882945
IFBD,"Infobird Co., Ltd",2.88,-0.34602076,-0.01,売り,70009,72720003.00000001,18.86051081,0.1527,,テクノロジーサービス,2.90696321,
DCTH,"Delcath Systems, Inc.",9.87,-4.17475728,-0.43,中立,13796,72606574.78477158,,-4.3369,36,健康テクノロジー,9.52787233,1203.34115184
ECOR,"electroCore, Inc.",1.03,-1.9047619,-0.02,売り,421721,72555524.85714287,,-0.4138,45,健康テクノロジー,1.02092515,1.53302121
HNRG,Hallador Energy Company,2.37,-2.86885246,-0.07,中立,158657,72551794.43421052,,-0.2201,644,エネルギー鉱物,2.36792953,2.15069589
QUIK,QuickLogic Corporation,6.27,-2.63975155,-0.17,買い,45866,72368199.43064514,,-0.7823,48,電子テクノロジー,5.71820779,5.6496194
EMCF,Emclaire Financial Corp,26.58,-1.2527306,-0.3372,売り,1495,72329810.92443438,9.01327127,3.0447,160,金融,27.80080071,27.56615928
IROQ,"IF Bancorp, Inc.",22.25,0.08996851,0.02,売り,292,72098366,12.78614978,1.7601,,金融,22.42780016,20.97014738
FOXW,FoxWayne Enterprises Acquisition Corp.,9.95,-0.20060181,-0.02,買い,67624,72013128.99197592,,,,金融,9.89748793,
AIKI,AIkido Pharma Inc.,0.8011,-2.30487805,-0.0189,売り,521620,71843563.68157576,,-0.1291,5,健康テクノロジー,0.80398317,0.9397028
COE,China Online Education Group,3.35,1.82370821,0.06,中立,764351,71609358,5,0.0473,2479,テクノロジーサービス,3.06352081,13.62416174
ISUN,"iSun, Inc.",7.87,-2.3573201,-0.19,売り,37850,71520723.66666666,,-0.5259,150,工業サービス,8.25884113,9.83703906
MITO,Stealth BioTherapeutics Corp.,1.43,-1.37931034,-0.02,買い,273880,71510589,,-0.3883,29,健康テクノロジー,1.29530418,1.59767805
LGVN,Longeveron Inc.,3.74,2.46575342,0.09,売り,118817,71488713.69273745,,,12,健康テクノロジー,4.07934532,
UG,"United-Guardian, Inc.",15.5592,1.69411765,0.2592,買い,3093,71478964.40149575,18.61897949,0.8388,25,非耐久消費財,15.53508257,15.28505134
VOC,VOC Energy Trust,4.2,-3.44827586,-0.15,中立,33211,71400003.94366199,18.12765957,0.235,,エネルギー鉱物,4.1994361,3.67246675
POAI,Predictive Oncology Inc.,1.09,-2.67857143,-0.03,中立,2375886,71289106.49999999,,-1.5729,23,健康テクノロジー,1.08442585,1.2264468
REFR,Research Frontiers Incorporated,2.25,0,0,中立,23515,71213391.07929516,,-0.076,6,電子テクノロジー,2.22081059,2.69056659
SLNO,"Soleno Therapeutics, Inc.",0.8919,-2.87487749,-0.0264,売り,195956,71137254.00263736,,-0.3933,31,健康テクノロジー,0.89782489,1.38194268
VBFC,Village Bank and Trust Financial Corp.,48.3824,0.79666667,0.3824,買い,1554,70998367.34066595,5.50776947,8.5334,146,金融,47.43647685,39.35138343
IGNY,Ignyte Acquisition Corp.,9.73,1.0384216,0.1,強い買い,8700,70907375,,,,金融,9.68544298,
USAU,U.S. Gold Corp.,9.9501,4.62776025,0.4401,買い,37107,70600856.21942553,,-4.3411,3,非エネルギー鉱物,9.68275516,10.48853968
DGLY,"Digital Ally, Inc.",1.37,-0.72463768,-0.01,売り,550518,70573757,3.52638353,0.3886,86,電子テクノロジー,1.39836969,1.84275394
ICCC,ImmuCell Corporation,9.1037,5.24508671,0.4537,買い,5184,70479601.40307514,,-0.0613,61,健康テクノロジー,9.08932526,8.83306308
LINK,"Interlink Electronics, Inc.",10.6294,4.09142544,0.4178,買い,2814,70180591.72747594,473.01913876,0.0209,86,電子テクノロジー,9.97974942,10.06301426
HALL,"Hallmark Financial Services, Inc.",3.86,1.31233596,0.05,売り,78943,70140183.52,,-1.3872,424,金融,3.97664603,4.34131256
BCOW,"1895 Bancorp of Wisconsin, Inc.",10.95,-0.09124088,-0.01,売り,12529,70136986,51.1682243,0.2166,96,金融,10.9864826,11.79858967
SFUN,Fang Holdings Limited,7.66,-4.19011882,-0.335,強い売り,4458,70060596,,-0.0755,,テクノロジーサービス,8.53905568,11.73244031
LAAA,Lakeshore Acquisition I Corp.,9.86,1.02459016,0.1,強い買い,104,69960888.48775509,,,,金融,9.6821077,
CYAD,Celyad Oncology SA,4.5,2.76084127,0.1209,買い,17937,69833638.757,,-1.2785,92,健康テクノロジー,4.31654741,6.28729189
RSSS,"Research Solutions, Inc",2.65,-0.74906367,-0.02,買い,8678,69832821.1596958,,-0.0076,139,商業サービス,2.59475476,2.51483742
CLIR,ClearSign Technologies Corporation,2.2,-26.910299,-0.81,強い売り,1148634,69261394.34210527,,-0.2612,15,電子テクノロジー,3.17442253,3.83105676
NEON,Neonode Inc.,6.01,16.24758221,0.84,買い,523978,69238212.65605095,,-0.559,46,テクノロジーサービス,5.23168234,6.68540503
TRKA,"Troika Media Group, Inc.",1.75,0,0,売り,216137,69119029.6961326,,-0.2231,112,商業サービス,1.76096709,
DSWL,"Deswell Industries, Inc.",4.34,0.69605568,0.03,買い,6868,69072139.34278958,8.21678322,0.5172,1130,製造加工,4.36081838,3.90603721
KRKR,36Kr Holdings Inc.,1.94,1.04166667,0.02,買い,314277,69013079,,-0.6662,522,テクノロジーサービス,1.80535213,2.8395407
HJLI,"Hancock Jaffe Laboratories, Inc. Common Stock",8.09,1.88916877,0.15,強い買い,316549,68875530.66752577,,-4.9897,19,健康テクノロジー,7.36076953,7.48291584
MCAE,Mountain Crest Acquisition Corp. III,9.75,-0.30674847,-0.03,買い,17031,68748065.67317575,,,,金融,9.73669643,
CGRN,Capstone Green Energy Corporation,4.54,-1.51843818,-0.07,売り,72491,68688313.0625,,-1.6201,123,製造加工,4.50259303,6.35827753
GTIM,Good Times Restaurants Inc.,5.32,-0.9310987,-0.05,買い,116203,68251699.66292135,4.06981175,1.3372,2318,消費者サービス,4.81948686,3.72480486
ONVO,"Organovo Holdings, Inc.",7.84,-2.36612702,-0.19,中立,33917,68250012.34871794,,-2.3199,9,健康テクノロジー,7.57565504,9.05347343
PBTS,"Powerbridge Technologies Co., Ltd.",1.49,-1.97368421,-0.03,売り,6298109,68208203.3537415,,-0.4138,236,テクノロジーサービス,1.43701701,2.04893807
MYO,Myomo Inc.,11.89,1.10544218,0.13,買い,75566,68126094.22826087,,-2.106,64,流通サービス,10.17618546,9.66619348
RGLS,Regulus Therapeutics Inc.,0.7776,-7.98722045,-0.0675,中立,901850,67682566.15567675,,-0.2302,24,健康テクノロジー,0.73700235,0.95805466
CLPS,CLPS Incorporation,3.52,4.76190476,0.16,買い,370662,66964818.50147492,10.08328376,0.3367,2746,テクノロジーサービス,3.42711228,3.91483472
SYN,"Synthetic Biologics, Inc.",0.5065,-1.74587779,-0.009,中立,818011,66879541.39278349,,-0.4337,10,健康テクノロジー,0.48719567,0.55776641
BOTJ,"Bank of the James Financial Group, Inc.",14.1,-1.07901051,-0.1538,売り,733,66843270.7377901,9.61277174,1.472,146,金融,14.53370753,13.84980958
GSQB,G Squared Ascend II Inc.,9.7,0.41407867,0.04,,100,66569268.83170356,,,,金融,,
NNA,Navios Maritime Acquisition Corporation,4.01,3.0848329,0.12,買い,540162,66403516.49735449,,-0.5898,,交通,2.91468351,3.44285742
BBI,"Brickell Biotech, Inc.",0.77,2.4481107,0.0184,買い,435043,66154892.33644859,,-0.6151,13,健康テクノロジー,0.70110686,0.93145384
RNXT,"RenovoRx, Inc.",7.89,-8.36236934,-0.72,,1147446,66152646.16883117,,,,健康テクノロジー,,
JCS,"Communications Systems, Inc.",6.8,0.29498525,0.02,中立,6500,66081130.46563193,,-0.4088,150,電子テクノロジー,6.8337424,6.19820115
MNDO,MIND C.T.I. Ltd.,3.3,0.91743119,0.03,強い買い,20376,65953227.59259259,11.28526646,0.2902,188,テクノロジーサービス,3.25020944,2.96369601
MDIA,Mediaco Holding Inc.,7.82,-0.12771392,-0.01,買い,366879,65943830.97762074,,-1.6194,189,消費者サービス,7.71036573,4.87798217
AUVI,"Applied UV, Inc.",7,0.28653295,0.02,売り,13309,65907704.8245614,,-0.7797,37,健康テクノロジー,7.14317934,7.8352687
DXYN,"The Dixie Group, Inc.",4.45,2.77136259,0.12,買い,172017,65840492.76066351,35.16666667,0.1223,1441,耐久消費財,3.90603994,3.03172678
BAOS,Baosheng Media Group Holdings Limited,2.25,-3.84615385,-0.09,売り,109864,65836761.70212766,,,78,商業サービス,2.26086253,
SPK,SPK Acquisition Corp,9.91,-0.10080645,-0.01,中立,120,65369084.25100807,,,,金融,,
LIVE,Live Ventures Incorporated,41.55,-0.50287356,-0.21,中立,22546,65268156.38089406,5.74844819,18.2297,1150,耐久消費財,38.73736513,35.95890568
TPHS,Trinity Place Holdings Inc.,2.01,-0.4950495,-0.01,売り,22611,65261440.92857141,,-0.681,9,金融,2.13496039,2.02844513
BTN,"Ballantyne Strong, Inc.",3.56,-0.28011204,-0.01,中立,25851,65153495.75,5.34606205,0.6287,232,耐久消費財,3.53190366,3.50930104
GIFI,"Gulf Island Fabrication, Inc.",4.18,-1.64705882,-0.07,売り,24264,64937243.42990652,,-3.209,875,製造加工,4.38497367,4.21396432
HUGE,FSD Pharma Inc.,1.81,0.55555556,0.01,買い,156417,64862505.77094973,,-2.0441,20,素材産業,1.72744528,2.19950066
FUSB,"First US Bancshares, Inc.",10.38,-5.55050045,-0.61,売り,592,64537533.90409113,22.54689082,0.5358,189,金融,11.12960065,10.06024327
NINE,"Nine Energy Service, Inc.",2.05,-7.239819,-0.16,売り,265668,64268888.53333332,,-2.8871,735,工業サービス,2.15838479,2.5160573
MACK,"Merrimack Pharmaceuticals, Inc.",4.79,-2.44399185,-0.12,売り,25226,64235067.38323355,,-0.2666,,健康テクノロジー,4.93539103,5.82461152
WVVI,"Willamette Valley Vineyards, Inc.",12.9184,0.37606838,0.0484,買い,4019,64133773.25024999,34.12423354,0.3751,213,非耐久消費財,12.77599854,10.91527206
RWLK,ReWalk Robotics Ltd.,1.39,0.72463768,0.01,中立,113503,64104290.89781021,,-0.4722,49,健康テクノロジー,1.39088335,1.78281233
ASRV,AmeriServ Financial Inc.,3.73,-0.53333333,-0.02,強い売り,9052,63689750.96883115,11.84251,0.3258,314,金融,3.83838145,3.77659432
WEI,Weidai Ltd.,0.875,-1.68539326,-0.015,売り,107216,63415308,,,,テクノロジーサービス,0.91183225,1.31543203
MTEX,"Mannatech, Incorporated",33.5,0.31441833,0.105,買い,2670,63403639.98484848,10.53707133,3.2118,226,健康テクノロジー,31.94737819,23.62081163
TCBC,"TC Bancshares, Inc.",12.94,-0.15432099,-0.02,買い,6125,63384651.4980695,,,54,金融,12.71341578,
GEG,"Great Elm Group, Inc.",2.38,0.42194093,0.01,買い,14104,63308657.04273505,,-0.1274,349,金融,2.31451972,2.49513324
